,schID,Year,leaID,School_Name,School_level,EIN1,Org_name1,Org_code1,Rev1,EIN2,Org_name2,Org_code2,Rev2,EIN3,Org_name3,Org_code3,Rev3,EIN4,Org_name4,Org_code4,Rev4,EIN5,Org_name5,Org_code5,Rev5,EIN6,Org_name6,Org_code6,Rev6,EIN7,Org_name7,Org_code7,Rev7,EIN8,Org_name8,Org_code8,Rev8,TotRev,ANYbig,ANYhuge,ANYenormous,ANYenormous2,ANYalive,PTAalive,PTOalive,BOOSTalive,OTHERalive
342,787,2016,3701920,mendenhall middle,middle,561684309.0,mendenhall middle school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1762,787,2017,3701920,mendenhall middle,middle,561684309.0,mendenhall middle school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3148,787,2018,3701920,mendenhall middle,middle,561684309.0,mendenhall middle school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4529,787,2019,3701920,mendenhall middle,middle,561684309.0,mendenhall middle school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5939,787,2020,3701920,mendenhall middle,middle,561684309.0,mendenhall middle school pta ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7348,787,2021,3701920,mendenhall middle,middle,561684309.0,mendenhall middle school pta ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8497,788,2016,3703870,Ashley Chapel Educational Center,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9748,788,2017,3703870,Ashley Chapel Educational Center,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11064,788,2018,3703870,Ashley Chapel Educational Center,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12407,788,2019,3703870,Ashley Chapel Educational Center,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13717,788,2020,3703870,Ashley Chapel Educational Center,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15052,788,2021,3703870,Ashley Chapel Educational Center,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,789,2016,3701920,morehead elementary,primary,561684313.0,morehead elementary school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1763,789,2017,3701920,morehead elementary,primary,561684313.0,morehead elementary school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3149,789,2018,3701920,morehead elementary,primary,561684313.0,morehead elementary school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4530,789,2019,3701920,morehead elementary,primary,561684313.0,morehead elementary school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5940,789,2020,3701920,morehead elementary,primary,561684313.0,morehead elementary school pta ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7349,789,2021,3701920,morehead elementary,primary,561684313.0,morehead elementary school pta ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
9568,790,2016,3704140,Union Middle,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10881,790,2017,3704140,Union Middle,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12222,790,2018,3704140,Union Middle,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13533,790,2019,3704140,Union Middle,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14863,790,2020,3704140,Union Middle,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16180,790,2021,3704140,Union Middle,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,791,2016,3701920,murphey traditional academy,primary,570788210.0,murphy traditional academy pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1764,791,2017,3701920,murphey traditional academy,primary,570788210.0,murphy traditional academy pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3150,791,2018,3701920,murphey traditional academy,primary,570788210.0,murphy traditional academy pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4531,791,2019,3701920,murphey traditional academy,primary,570788210.0,murphy traditional academy pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5941,791,2020,3701920,murphey traditional academy,primary,570788210.0,murphy traditional academy pta ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7350,791,2021,3701920,murphey traditional academy,primary,570788210.0,murphy traditional academy pta ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
345,792,2016,3704500,thomasville primary,primary,471961485.0,thomasville primary school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1765,792,2017,3704500,thomasville primary,primary,471961485.0,thomasville primary school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3151,792,2018,3704500,thomasville primary,primary,471961485.0,thomasville primary school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4532,792,2019,3704500,thomasville primary,primary,471961485.0,thomasville primary school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5942,792,2020,3704500,thomasville primary,primary,471961485.0,thomasville primary school pta ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7351,792,2021,3704500,thomasville primary,primary,471961485.0,thomasville primary school pta ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
346,793,2016,3701920,page high,high,562152093.0,page high school athletic booster club inc,3.0,237029.0,561684321.0,page high school ptsa,1.0,0.0,561275262.0,page band boosters inc,3.0,80534.0,311755885.0,page naval jrotc booster club,3.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,317563.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1766,793,2017,3701920,page high,high,311755885.0,page naval jrotc booster club,3.0,0.0,562152093.0,page high school athletic booster club inc,3.0,237029.0,561684321.0,page high school ptsa,1.0,0.0,561275262.0,page band boosters inc,3.0,80534.0,,,,0.0,,,,0.0,,,,0.0,,,,,317563.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
3152,793,2018,3701920,page high,high,562152093.0,page high school athletic booster club inc,3.0,204942.0,561684321.0,page high school ptsa,1.0,0.0,311755885.0,page naval jrotc booster club,3.0,0.0,561275262.0,page band boosters inc,3.0,80534.0,,,,0.0,,,,0.0,,,,0.0,,,,,285476.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
4533,793,2019,3701920,page high,high,562152093.0,page high school athletic booster club inc,3.0,108689.0,561275262.0,page band boosters inc,3.0,0.0,311755885.0,page naval jrotc booster club,3.0,0.0,10823498.0,page high school drama booster club,3.0,0.0,561684321.0,page high school ptsa,1.0,0.0,,,,0.0,,,,0.0,,,,,108689.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
5943,793,2020,3701920,page high,high,562152093.0,page high school athletic booster club inc ,3.0,0,561684321.0,page high school ptsa ,1.0,0,311755885.0,page naval jrotc booster club ,3.0,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
7352,793,2021,3701920,page high,high,561275262.0,page band boosters inc ,3.0,0,562152093.0,page high school athletic booster club inc ,3.0,0,561684321.0,page high school ptsa ,1.0,0,311755885.0,page naval jrotc booster club ,3.0,0,,,,0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
347,794,2016,3701920,clara j peck elementary,primary,464279363.0,peck elementary school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
9920,794,2017,3701920,Clara J Peck Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11237,794,2018,3701920,Clara J Peck Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12568,794,2019,3701920,Clara J Peck Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13873,794,2020,3701920,Clara J Peck Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7353,794,2021,3701920,clara j peck elementary,primary,464279363.0,peck elementary school pta ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
348,795,2016,3701920,peeler open elementary,primary,561436159.0,peeler open elementary school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1767,795,2017,3701920,peeler open elementary,primary,561436159.0,peeler open elementary school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3153,795,2018,3701920,peeler open elementary,primary,561436159.0,peeler open elementary school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4534,795,2019,3701920,peeler open elementary,primary,561436159.0,peeler open elementary school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5944,795,2020,3701920,peeler open elementary,primary,561436159.0,peeler open elementary school pta ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7354,795,2021,3701920,peeler open elementary,primary,561436159.0,peeler open elementary school pta ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
9283,796,2016,3704530,Pisgah Forest Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583,796,2017,3704530,Pisgah Forest Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11906,796,2018,3704530,Pisgah Forest Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13215,796,2019,3704530,Pisgah Forest Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14545,796,2020,3704530,Pisgah Forest Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15861,796,2021,3704530,Pisgah Forest Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8486,797,2016,3702100,Apple Valley Middle,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9734,797,2017,3702100,Apple Valley Middle,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11051,797,2018,3702100,Apple Valley Middle,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12394,797,2019,3702100,Apple Valley Middle,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13703,797,2020,3702100,Apple Valley Middle,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15040,797,2021,3702100,Apple Valley Middle,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,798,2016,3701920,ben l. smith high school,high,561684491.0,ben l smith school ptsa,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1768,798,2017,3701920,ben l. smith high school,high,561684491.0,ben l smith school ptsa,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3154,798,2018,3701920,ben l. smith high school,high,561684491.0,ben l smith school ptsa,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4535,798,2019,3701920,ben l. smith high school,high,561684491.0,ben l smith school ptsa,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5945,798,2020,3701920,ben l. smith high school,high,561684491.0,ben l smith school ptsa ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7355,798,2021,3701920,ben l. smith high school,high,561684491.0,ben l smith school ptsa ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
350,799,2016,3701920,sternberger elementary,primary,561684494.0,sternberger elementary school pta,1.0,39151.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,39151.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1769,799,2017,3701920,sternberger elementary,primary,561684494.0,sternberger elementary school pta,1.0,39151.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,39151.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3155,799,2018,3701920,sternberger elementary,primary,561684494.0,sternberger elementary school pta,1.0,48339.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,48339.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4536,799,2019,3701920,sternberger elementary,primary,561684494.0,sternberger elementary school pta,1.0,48339.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,48339.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5946,799,2020,3701920,sternberger elementary,primary,561684494.0,sternberger elementary school pta ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7356,799,2021,3701920,sternberger elementary,primary,561684494.0,sternberger elementary school pta PTA North Carolina Congress,1.0,57917,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,0.0,57917.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
351,800,2016,3701920,vandalia elementary,primary,561684287.0,vandalia elementary school pta,1.0,1581.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,1581.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1770,800,2017,3701920,vandalia elementary,primary,561684287.0,vandalia elementary school pta,1.0,1581.0,43659333.0,west point parents club of north carolina,4.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,1581.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
3156,800,2018,3701920,vandalia elementary,primary,561684287.0,vandalia elementary school pta,1.0,1581.0,43659333.0,west point parents club of north carolina,4.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,1581.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
4537,800,2019,3701920,vandalia elementary,primary,561684287.0,vandalia elementary school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5947,800,2020,3701920,vandalia elementary,primary,561684287.0,vandalia elementary school pta ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7357,800,2021,3701920,vandalia elementary,primary,561684287.0,vandalia elementary school pta ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
352,801,2016,3701920,washington elementary,primary,,,,0.0,570788209.0,washington montessori school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1771,801,2017,3701920,washington elementary,primary,,,,0.0,570788209.0,washington montessori school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
12268,801,2018,3701920,Washington Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13580,801,2019,3701920,Washington Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14913,801,2020,3701920,Washington Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16234,801,2021,3701920,Washington Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,802,2016,3701920,philip j weaver ed center,high,943423541.0,weaver education center,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1772,802,2017,3701920,philip j weaver ed center,high,943423541.0,weaver education center,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3157,802,2018,3701920,philip j weaver ed center,high,943423541.0,weaver education center,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4538,802,2019,3701920,philip j weaver ed center,high,943423541.0,weaver education center,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5948,802,2020,3701920,philip j weaver ed center,high,833170061.0,weaver academy music production boosters inc ,3.0,0,943423541.0,weaver education center ,1.0,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
7358,802,2021,3701920,philip j weaver ed center,high,943423541.0,weaver education center ,1.0,0,833170061.0,weaver academy music production boosters inc ,3.0,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
354,803,2016,3701920,wiley accel/enrichment,primary,581647049.0,wiley elementary school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1773,803,2017,3701920,wiley accel/enrichment,primary,581647049.0,wiley elementary school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3158,803,2018,3701920,wiley accel/enrichment,primary,581647049.0,wiley elementary school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4539,803,2019,3701920,wiley accel/enrichment,primary,581647049.0,wiley elementary school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5949,803,2020,3701920,wiley accel/enrichment,primary,581647049.0,wiley elementary school pta ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7359,803,2021,3701920,wiley accel/enrichment,primary,581647049.0,wiley elementary school pta ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
355,804,2016,3702100,north henderson high,high,813713867.0,north henderson band boosters inc,,136356.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,136356.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1774,804,2017,3702100,north henderson high,high,813713867.0,north henderson band boosters inc,,63545.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,63545.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3159,804,2018,3702100,north henderson high,high,813713867.0,north henderson band boosters inc,,117861.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,117861.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4540,804,2019,3702100,north henderson high,high,813713867.0,north henderson band boosters inc,3.0,117767.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,117767.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5950,804,2020,3702100,north henderson high,high,813713867.0,north henderson band boosters inc ,3.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7360,804,2021,3702100,north henderson high,high,813713867.0,north henderson band boosters inc ,3.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9574,805,2016,3702100,Upward Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886,805,2017,3702100,Upward Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12228,805,2018,3702100,Upward Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13538,805,2019,3702100,Upward Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14868,805,2020,3702100,Upward Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16185,805,2021,3702100,Upward Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9572,806,2016,3702250,Upchurch Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10884,806,2017,3702250,Upchurch Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12226,806,2018,3702250,Upchurch Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13536,806,2019,3702250,Upchurch Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14866,806,2020,3702250,Upchurch Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16183,806,2021,3702250,Upchurch Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,807,2016,3702310,east iredell middle,middle,562269201.0,east iredell middle school kpto inc,2.0,0.0,463257470.0,west iredell middle school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
1775,807,2017,3702310,east iredell middle,middle,562269201.0,east iredell middle school kpto inc,2.0,0.0,463257470.0,west iredell middle school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
3160,807,2018,3702310,east iredell middle,middle,463257470.0,west iredell middle school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
